area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
387240.5,4724.886760473251,1067,893,1.19484882418813,2.460566495498276,57.65036172429127,19.29350520833333,35.25924895833333,15.782404166666666,40.55328352541481,69.61716395445129,34.61566585935691,16.23386779096628,0.996790222166256,0.8300774610612018,3.03347786068551
515053.5,3892.96409714222,1448,1052,1.376425855513308,2.95754907014514,29.424456802328955,22.547014583333333,35.09015260416667,19.643240104166665,43.992554709146965,60.56287922230462,39.16927550684196,18.76530113181056,0.99810369668198,0.7706661109922862,4.235901717825572
875208.5,4342.141593575478,1505,1035,1.4541062801932367,1.7797759048272497,21.54251657594526,42.898127083333335,71.409196875,30.744078125,52.85373008983236,78.63495962092279,40.10350636470454,39.58439319128728,0.9957098053423752,0.613345622640479,6.527150675251203
721664.5,3882.401485681534,1396,931,1.4994629430719657,1.800942127539875,20.88649406479352,25.543121354166665,61.7208,13.0469984375,37.769305189626536,79.29386110423889,24.200291621886983,25.713289453718385,0.9972936531348782,0.6818029274284869,5.338738630561566
594869.5,3572.328330039978,1473,664,2.2183734939759034,1.6441791014667924,21.452654233586053,181.856128125,214.3111765625,172.6906015625,99.90911297820588,52.298495714912974,110.84372563058962,56.519684639819104,0.994673060841645,0.7140182110562545,5.034306900869584
273008.0,2231.7585698366165,909,376,2.417553191489361,1.2519193576745005,18.24395737135608,5.544456770833333,13.4613,5.5826,17.74202595685911,33.84680184328107,17.98189106870199,10.062338012604922,0.9988588559986952,0.8877100981714833,2.00857147338184
257184.5,3486.596542239189,1307,974,1.341889117043121,4.949823959064407,47.26706099455554,12.970828645833333,19.758019791666666,10.773825,36.19594866214904,49.549932063059146,32.88087200528156,9.404430704524904,0.9982562926066804,0.8844665182472964,2.2018303763212685
687125.5,5058.013738751411,1338,1031,1.297769156159069,2.007607052860067,37.23264961262249,36.6539640625,65.600046875,24.728570833333333,50.79654881100809,87.21062280000339,36.14861218173965,36.179330926852046,0.9942664794843012,0.6908973570027698,5.146516904976537
605081.5,3592.4115846157074,1475,682,2.162756598240469,1.6625033156690463,21.328401204269404,186.47873645833332,214.52299166666663,174.992140625,92.8390066747906,51.6218301440866,108.3743623140648,37.79855598259411,0.9961751855846006,0.7136543378415114,4.913858561970121
581672.0,3290.075581073761,1342,694,1.9337175792507204,1.6011566656122351,18.60945228441088,191.28803645833327,220.8206828125,178.10341666666667,86.930190997568,42.91992816125276,104.9376119008404,55.31155944949172,0.993004077034839,0.716467230446317,4.922869227820025
418882.0,3172.7678022384644,1394,435,3.2045977011494253,1.4476391919442706,24.03172140822737,25.42082864583333,35.8912234375,24.07743802083333,49.79913148318964,65.97820223576583,49.8657749793426,4.854455929965308,0.99919385096075,0.8394813301029969,3.0203857108912606
63458.0,3750.6036901474,1466,976,1.5020491803278688,22.54744870623089,221.67462007228863,5.772805208333334,7.188978645833333,4.998111458333334,29.76297851053061,35.09225227716111,28.12843333814397,4.850758804654114,0.9960007927287728,0.9613182481335752,0.8381413465070832
553374.0,3522.4145480394363,1467,585,2.507692307692308,1.5508408418176496,22.421371889969294,28.905936458333333,46.04745,20.190446875,49.63769405200175,72.15455296876648,37.13874658219012,34.45193088469206,0.9954035056441024,0.7444498698176363,4.520343401248766
671883.5,3973.68486571312,1459,1055,1.3829383886255924,2.2909403192666584,23.50135315422613,28.865422916666667,48.47778541666667,24.272028125,44.546474601536175,67.31767183978477,37.6101746770854,25.56621756072829,0.9975207057265256,0.6993680202944121,5.228372764285075
805396.0,3889.188279509544,1439,901,1.5971143174250833,1.6098155441546766,18.780556984979327,32.066347916666665,56.9610859375,21.986719270833333,50.76463798579629,69.950125482136,41.417001354834944,61.5035349103437,0.9950122982778122,0.6434516317776287,6.245465317326065
417238.0,4020.599523663521,1486,992,1.497983870967742,3.5330243170564524,38.74340431524293,18.380615104166665,38.303670833333335,6.5090125,38.17680902389102,71.68276884027506,22.779710362327048,17.719435775095008,0.9970897063492844,0.8114363518677837,3.298311387808435
223997.5,3144.902792453766,1405,388,3.6211340206185567,2.4336878759807585,44.15412481828366,8.594645833333333,16.134782291666667,5.9357151041666665,28.13372567384623,43.99786719954565,24.565104341450155,12.593482280342116,0.9977369717050067,0.8966265943935613,1.8916947074164263
965992.0,4769.708048820496,1473,1041,1.414985590778098,1.5873765000124225,23.55103859139933,51.6245484375,94.12671927083332,29.033433854166667,52.42408243294985,92.71039393049324,33.06051465983598,14.615203628449324,0.9976931697041144,0.6130570986998243,6.0479776497815685
458694.0,3541.874568581581,1392,767,1.814863102998696,2.3276171042132665,27.34911609823752,26.0959984375,42.698141666666665,20.57780208333333,47.74189863024753,75.32840111724086,38.24420188846709,21.874243345235676,0.99569497357724,0.7877689469810467,3.702621907029727
254325.5,3619.2239627838135,1368,984,1.3902439024390243,5.292870750278678,51.504006058333,13.998993229166668,22.635275,10.804611458333332,37.40178711927515,57.12507804195434,31.02976852598354,13.2229329604938,0.996583170066851,0.8822424276236804,2.234759550442046
753945.0,5458.589423894882,1464,1109,1.320108205590622,2.1534409008614688,39.520387427010014,41.890356770833336,70.97619166666667,31.01454114583333,53.31502805385299,87.33843267855568,40.66954612218148,33.431243351364394,0.9947212185879976,0.6644670568066658,5.341399974255628
590070.0,3824.349750161171,1462,888,1.6463963963963963,2.2001728608470184,24.78629825538972,34.452546354166664,57.131866145833335,16.579290625,53.85223315573674,85.15735857912543,31.508303460439137,30.33488328482077,0.994622133347467,0.7288189186225861,4.622168477055393
748705.0,4028.6685044765472,1422,1004,1.4163346613545815,1.9068765401593415,21.677656645756738,32.93500885416667,75.20139791666666,12.6405765625,45.4174595948166,93.04645035838722,25.601288108480208,15.622793453625018,0.9977959922127522,0.6780969650640629,5.401371849423934
332110.0,3772.697064876557,1434,988,1.451417004048583,4.266032338682966,42.85701467383754,16.267948958333335,26.572790104166668,13.9244625,38.00134703234074,57.97143308289062,33.00522508070141,14.973369551714544,0.997354393518257,0.8464888509649412,2.802095701793003
339193.0,2453.405322790146,979,460,2.128260869565217,1.3276807009578615,17.745642386178428,7.1304401041666665,18.709265625,7.023608854166667,20.098077863734304,41.23305139920958,20.498442659777208,8.783079494805628,0.9991044394219504,0.8608214942866191,2.505078022664608
261962.5,2110.604241967201,806,407,1.9803439803439804,1.2522479362504175,17.004915841809208,5.364651041666667,13.713781770833334,5.0339765625,18.12332559602342,35.30934014564868,17.73499187310312,7.781065049495769,0.9990629600672124,0.892112868128231,1.9688289626225053
519708.0,3558.536474943161,1379,776,1.777061855670103,2.0590485426431764,24.36595519695848,5.195603125,52.20469635416666,1.4647552083333333,19.293600645701773,84.96538922755599,15.765203128398309,12.117934009603497,0.998467444432051,0.8021518911111508,3.654531266527983
884620.5,3905.479682803154,1514,871,1.738231917336395,1.4906889451465346,17.24216378976999,45.71186041666667,76.76837135416666,32.81104947916667,51.38900144321276,82.49104064826027,38.40361379334212,27.041014852457224,0.9965357280371616,0.6282163251778564,6.038022508718788
52562.5,3599.4737223386765,1392,980,1.420408163265306,25.95310344827586,246.4915306122549,4.707207291666666,6.2843984375,3.9873291666666666,27.09678781571621,33.69861536361073,25.51852956007295,4.78361937994721,0.9947263084235312,0.9673019227473296,0.7137251417358275
835251.0,4225.427954554558,1511,1067,1.4161199625117151,1.9302425258994005,21.375899459122007,16.218683854166667,34.196047916666664,11.263790625,41.82332690886862,51.52599302178501,33.13945054183148,117.21925585547088,0.9945133716736166,0.6234997360771389,6.544864964083302
326080.0,3439.639074444771,1372,771,1.7795071335927366,3.2440260058881254,36.28286605264745,10.793174479166666,23.0670171875,6.9855109375,28.372411551830304,50.8309288725943,23.943089925304864,13.031798350634825,0.9982728268145734,0.8556832564479513,2.5864709711239677
367288.5,3794.964101195336,1449,1002,1.4461077844311376,3.953017859257777,39.21100859232271,21.762791666666665,34.58525208333333,15.727136979166668,45.590233602329015,70.46355185039957,34.81433092792908,15.151857175023643,0.9964139443518788,0.8305815640423306,2.981887092342088
592898.0,3514.512089729309,1325,780,1.698717948717949,1.7431328828904804,20.832917683738984,25.8643609375,48.33966197916666,17.842394270833335,41.62992395129437,71.93178454018609,32.22819088993831,20.087199230072255,0.997569885188098,0.7438005599627405,4.41357494506398
759133.0,4036.540651321411,1459,1034,1.4110251450676985,1.9872749570892057,21.463512230097077,19.027863541666665,44.96021354166667,11.820079166666666,46.30185068383385,63.03295238038384,34.81606213603716,87.61000769160572,0.994680714020921,0.6700966142040393,5.952936064143591
44708.0,3585.917406439781,1381,981,1.4077471967380224,30.3024290954639,287.617510195218,3.586867708333333,4.896819791666666,3.0338791666666665,23.858315501824173,29.07164898449934,22.80449869072765,8.418050056056117,0.9915522536316216,0.971153540128342,0.6313143088836458
241804.0,2574.3271104097366,1146,322,3.559006211180124,1.526078973052555,27.407156504402508,15.6171421875,21.7759734375,14.306897395833332,41.53267515863768,55.69597671282147,38.84854915953662,3.268484550796101,0.9990297664207428,0.9053831290135796,1.888515071611644
496221.0,3977.074704647064,1491,1008,1.4791666666666667,3.028747271880876,31.875158863376463,24.98076458333333,47.096204166666666,13.734163020833334,44.5298358991708,79.43043457280706,28.939216057333116,43.03058034147176,0.992423123413985,0.7646955404078282,4.029298052338095
568699.0,3530.4532183408737,1361,765,1.7790849673202611,1.8307839472198824,21.916866262985224,34.03642552083333,57.268680208333336,15.645905729166667,54.26051562594958,87.67253191628667,30.144274402057317,30.319366901768515,0.9939485197639036,0.7384238470784079,4.4598205714180725
847819.0,4047.2370485067368,1474,957,1.5402298850574712,1.6638197539805075,19.32031215012346,41.74193072916667,70.821871875,23.11260364583333,48.6107152297442,78.94798679719088,30.832099346402675,11.97933908207851,0.9986068583298922,0.6758417609051228,5.472656139494218
850217.0,4296.800533533096,1525,1084,1.4068265682656826,1.9443271541265348,21.715038425449382,19.9554890625,46.0719453125,16.533000520833333,41.036580334468375,57.10778415287339,37.72966298946968,86.8781654390524,0.9950671779148684,0.606609374836619,6.727290031531324
623465.5,3626.529334187508,1343,810,1.6580246913580248,1.744811862083788,21.094535321878254,22.3523,45.58902604166666,15.0000375,37.89140029030335,66.03236980348284,30.528946288021924,33.004194249574866,0.9968755694856826,0.7177973818571594,4.845490952907456
841922.0,4161.251326560974,1478,1092,1.3534798534798536,1.9170136901043089,20.567240911634883,24.79361822916667,54.92318489583333,12.639903125,46.95304754488431,66.23905439424645,32.89437388620758,82.49511062035661,0.9944636801280524,0.618197085127341,6.619133882686999
819434.5,4081.8430391550064,1465,901,1.6259711431742507,1.6108242940710942,20.33285466537982,36.0343734375,64.33244114583333,25.9030328125,44.65628393663422,74.35489956024234,34.380715660726366,34.65105691717053,0.996369742813192,0.6534833959041986,5.5959901457427526
804366.0,3827.3892880678177,1167,1109,1.0522993688007214,1.6089727810474337,18.21174535275767,41.58076458333333,59.6686828125,33.72697604166667,52.47523307672948,69.55320308692066,45.70768108317802,7.1607786283939046,0.9993015376729796,0.7494345017492858,4.91887120330072
824721.5,5341.812732934952,1426,1102,1.294010889292196,1.9054335311981077,34.599514228434664,45.936840625,81.1141125,32.956069791666664,54.50779116192183,92.6886079682252,40.77078100402861,41.14167039068283,0.993111349722594,0.6299418072039344,5.931657463437262
848650.5,4072.214750528336,1451,1049,1.3832221163012393,1.7935522338112098,19.540356099973494,30.228801041666667,54.35017552083333,19.874904166666667,50.887408018831145,65.6031027477012,43.11041393415458,71.50114573178556,0.9951578349519824,0.6204421410154074,6.5704133756395215
442783.0,3986.2968006134033,1171,1013,1.1559723593287266,2.6790165837441817,35.88792293873219,20.178139583333333,37.30750572916666,14.605303645833333,39.33193794272687,67.4669374360313,31.757033943556102,13.22721391605958,0.997977239225666,0.819715360902089,3.297613938985494
766295.0,3452.8350254297256,1072,1031,1.0397672162948597,1.4423061614652322,15.558067993180558,31.014534375,59.75475208333334,23.167053125,41.94337839081729,73.15580826309038,33.6429970041329,30.814171940875667,0.9968819138963066,0.6613898656887998,5.490493520648702
487079.0,3438.9040043354034,1331,778,1.7107969151670952,2.125975457779949,24.2795537295471,18.51929375,31.80305989583333,14.5041015625,39.47375320810707,57.08125244545016,32.565093128514945,20.774821480692,0.998002568229545,0.7814714450021422,4.027293639247315
332900.5,3316.535263299942,1501,352,4.264204545454546,1.5871168712573276,33.04112235551468,20.609768229166665,28.222579166666662,19.527033854166667,46.03044101346629,60.22503008832425,44.4527777816422,5.176807916038799,0.9989312918043892,0.8703295374551607,2.5716460226525664
760504.0,3960.830851554871,1365,836,1.6327751196172249,1.5005049283106993,20.62866340562164,36.47651145833333,68.54439166666667,20.734891666666663,47.12940924727094,84.14993842964635,30.770928918866403,7.930226470287936,0.998942857801586,0.723999649904567,4.8815950226341895
385206.0,3865.608753085136,1495,984,1.5193089430894309,3.818943630161524,38.79205160856379,17.363424479166667,27.977221875,13.334816666666669,38.04574914989988,56.00814436600883,30.594266004973157,20.114183554512984,0.9972945088961008,0.8233847986936499,3.105160427467585
810230.0,3640.491878271103,1067,1065,1.0018779342723003,1.4025091640645249,16.357307327250115,35.5681234375,71.27268541666666,23.656310416666667,45.10221064460809,83.00700468658374,33.36989154680172,46.50705462220708,0.9944254808765852,0.6315716916391805,5.948382964477338
465082.5,3772.02384185791,1397,916,1.525109170305677,2.751451624174205,30.592774106840203,24.092754166666666,40.84877447916666,16.189893229166668,44.29115662294108,71.33165741149591,32.08513246750511,8.611119589399687,0.9985895545686032,0.8098666275167857,3.43303586477481
817415.0,4148.433005571365,1486,1033,1.4385285575992257,1.8779175816445743,21.053560800467167,19.237352604166663,50.63896354166667,13.875328125,41.137858624128654,64.02244125246833,34.1991398168909,114.75171742042504,0.9927705447154336,0.6207522392085525,6.534549040672159
387215.0,3043.204310655594,1223,500,2.446,1.5792260113890215,23.91718419067647,20.628406770833333,42.5723421875,10.4085578125,42.25280276987007,84.62307685495489,24.38345555890332,11.34982736883309,0.996498291586318,0.8353567642075233,2.9732140688386157
748872.0,3642.207609653473,1441,815,1.7680981595092025,1.568245307609311,17.714210535068297,34.064732291666665,63.686455208333335,22.343890104166668,45.12077744949752,79.14215227517485,32.081135268520164,23.122784135489056,0.9972117647816564,0.6861279332999868,5.136767591129344
737526.0,4075.732434868813,1424,992,1.435483870967742,1.915333154356592,22.523402402954822,33.32384010416666,57.84468854166666,24.226642708333333,45.03025430871743,72.9909242376013,34.76751756847799,37.88713193559909,0.9959216577197666,0.673845697874331,5.3112987346732
374985.5,3209.0633882284164,1257,703,1.7880512091038407,2.3565471198219665,27.46262943411957,18.6769828125,29.9015203125,14.494603125,39.440640537932616,60.31705761865362,32.0156006737144,12.209678136088758,0.9979336169304271,0.8414667215325999,2.8584150870896328
637765.5,4006.155887007713,1461,1013,1.4422507403751237,2.320591189081253,25.16486857788099,32.84228541666667,55.18604166666667,24.4031140625,47.98375087449089,77.77236203041498,36.921659189177575,20.09817971931043,0.9971089346513422,0.7321458800838914,4.457661224775062
384600.5,3054.5251598358154,1339,422,3.1729857819905214,1.4692076583363776,24.259261108786948,9.516581770833334,24.69678333333333,7.7518640625,32.43971851827442,49.90352059711207,40.232528129641,9.692549206852645,0.999109960754358,0.8381603825678354,2.99571753878764
916122.5,4382.460353970528,1499,1043,1.4372003835091085,1.7066025558809002,20.96440023481956,163.1112,204.6744484375,146.54753854166665,95.36068358680814,51.93655995973346,111.20670070528006,47.66614331680665,0.9953230585854922,0.5901864568270725,6.911009119266619
616300.0,3856.9670650959015,1469,943,1.55779427359491,2.247715398344962,24.137911635947574,23.1381953125,44.70240885416667,16.992325,42.67583136606447,66.68372772390391,33.458265490548705,27.167992675965728,0.9974868283116668,0.7220386728051955,4.997948903008154
751149.0,3768.026806712151,1254,904,1.3871681415929205,1.5091759424561573,18.9017438831728,41.10155989583333,68.838884375,28.016966145833333,57.33969974037817,86.29847722853344,42.32391648253656,24.00142481735092,0.9966191024192176,0.6761936624166947,5.660181696709863
741521.0,4403.438057184219,1495,1089,1.3728191000918273,2.195561555235793,26.14931569498144,33.05840520833333,56.35612604166667,20.5892875,46.45132752048075,71.748926866777,34.54510530681605,53.28038331034084,0.9946539182131672,0.6587817768752501,5.724397579610499
858925.0,3698.776157140732,1138,1057,1.076631977294229,1.4004319352679222,15.927985633940985,41.8223859375,68.49115885416667,35.6792875,48.576445580383584,76.04496398075383,42.24441597409468,26.146397657667137,0.9970149895914008,0.6345100344488593,5.798270173549572
540949.5,3477.0633870363235,1273,848,1.5011792452830188,1.995572599660412,22.34953502585456,13.011398958333332,29.86135833333333,11.279166145833331,34.61222792810489,50.24269755551478,30.947675382417987,27.007607937734942,0.9981219292457644,0.7583013552217721,4.30876389963932
50999.0,3630.922459602356,1419,945,1.5015873015873016,26.29375085785996,258.5069885222224,4.599531770833333,5.681891666666667,4.2047640625,27.038149489223485,31.17636459197252,26.567068260339543,6.537972288008234,0.9938981946981054,0.9680233084806256,0.7030762339156424
247529.5,3490.298005461693,1375,844,1.6291469194312795,4.688330077829107,49.21506392947051,9.501786979166669,17.731325520833334,8.040946354166667,28.269733427407942,46.29177049526996,25.730702740116666,12.15111463023874,0.997863146631772,0.8896874329874023,2.1253372930796424
275742.0,3627.58436191082,1387,956,1.450836820083682,4.808741504739938,47.7234817430059,14.985053645833334,23.816699479166665,12.005683333333334,38.23269240838258,57.26529810509064,32.72398917766172,10.909679318856853,0.9975025920625098,0.8752496438664484,2.348604577200996
384388.5,3474.901046514511,1334,864,1.5439814814814814,2.998466395326603,31.41336768157123,12.754890625,25.520333854166665,8.373674479166667,29.920424906786025,51.0423731353116,24.448447317524813,11.715300045021149,0.998692090841055,0.8354314225637995,2.937967219660636
884581.0,3683.756816267967,1130,1081,1.0453283996299725,1.38091367551417,15.34066895106351,44.00088854166667,76.2319546875,36.61172604166666,49.67841208548733,82.09060816308681,42.035328242046766,40.484379181768986,0.9948194022580524,0.6073693583366576,6.157413025588162
768268.0,3900.394337534905,1171,1079,1.0852641334569046,1.6446201065253272,19.80178269597894,31.212443229166663,54.85602447916666,19.741761979166668,41.71346383687424,67.1848109749287,31.72685158603192,8.622579070076206,0.9992214721259084,0.7506735003513478,4.7788370746790925
710018.0,4158.76605117321,1509,1054,1.4316888045540797,2.2400643363971056,24.359009304539907,158.9800296875,175.53721770833334,155.16713541666667,106.647817193434,86.2981449096224,110.16196775998732,69.85531030015133,0.9960938446842932,0.6759612377069033,5.729050731489805
477793.5,3380.896867275238,1218,835,1.4586826347305388,2.128597396155452,23.92343894831453,14.497631770833332,50.39887083333333,2.0099822916666668,30.69006275137212,86.73940849713769,18.7256048060898,7.604636874711277,0.998720183957315,0.8196189119351999,3.525920284199588
785976.0,4417.815695405006,1242,1068,1.1629213483146068,1.6876545848728206,24.831668547852377,37.3602625,77.9875828125,8.2289203125,48.897957422552544,92.56673656454188,27.84188547200708,5.518714067626018,0.9992382600129528,0.7479412960558524,5.233199351823869
276810.5,2723.848969221115,1202,346,3.4739884393063583,1.5024430070391117,26.80300496956196,15.5377140625,28.812821354166665,7.527402604166666,39.12422223060138,69.20297184045171,22.16490511797768,14.168609400745543,0.9953223108621156,0.8695124721961466,2.3673059102541383
27.5,21.899494647979736,9,6,1.5,1.963636363636364,17.439558757705203,19.82377864583333,32.15223541666667,16.05130260416667,42.827837127428005,64.95616283312087,36.14105127571197,17.274877942016776,0.996802629626162,0.8318086596558789,3.0216355039649367
558019.0,4531.306028485298,1292,1110,1.163963963963964,2.5700200172395564,36.79576201489054,22.004678645833334,43.85045572916667,16.199134375,38.43101267051269,68.44386475388839,30.876326113232672,26.72976320628571,0.9969217557505156,0.7559578445688957,4.211638825917618
625358.0,3984.246282815933,1476,1026,1.4385964912280702,2.42161449921485,25.38420943224934,32.0971109375,51.4178453125,22.933928125,50.42650496831984,74.13551766713434,38.60754303629022,34.40011547378617,0.9957344244473209,0.7105336347377385,4.985047736283871
949232.5,4001.2988892793655,1231,1102,1.117059891107078,1.4291145741427944,16.866671549223486,42.68158802083333,73.17167239583334,29.924516145833334,47.1671673607008,73.69758178801395,37.92907144977223,9.433183593882442,0.9990698135616648,0.7189728343402123,5.791400862748317
432918.0,3140.9931948184967,1339,493,2.716024340770791,1.5248314923380408,22.789161573083373,11.441051041666666,31.329866666666668,4.527439583333333,26.652623503205977,58.28895363709344,18.62441711018812,13.08354032774646,0.998619983397465,0.8145439658216012,3.300549788755789
436263.0,3862.3539196252814,1465,1003,1.46061814556331,3.3681403190277424,34.19446022340831,20.846675,35.9636453125,14.459688541666669,41.50632420169296,66.59520718883752,30.604626964774347,25.241912452711016,0.9962267441190557,0.7920080290159065,3.5801787089423014
382580.5,3813.493970155716,1453,944,1.5391949152542372,3.585211478368605,38.01222555884057,16.460550520833333,31.504133854166668,8.949975520833334,37.01054727187365,62.43779238832775,26.560305284810216,15.452982889509242,0.9977309820900347,0.8305087139941543,3.0649498674986946
282918.5,2183.658066034317,843,421,2.002375296912114,1.2544354646302731,16.854191399136973,5.964703125,15.953421875,5.292985416666666,19.51560441259628,39.05482311575967,18.79238831293018,6.95812363663009,0.9991796511826556,0.8839699759117012,2.130745820555429
762895.0,3765.777029395104,1253,956,1.3106694560669456,1.5701610313345873,18.588503837513432,33.4157984375,73.19944270833334,10.887050520833334,48.203589895845646,89.41159952655894,32.675533743704776,9.391732932377725,0.99883069618537,0.7073633637576775,5.44121598466968
